"","WRS_IDs","age","gender","agegender","agegender2","region","newspaper","partyid","socialgrade","profile_education_age","profile_education_level","profile_housing_stat","w1_starttime","w1_endtime","w1_W8","w1_q1","w1_q2","w1_pi1","w1_pi2","w1_pi3","w1_pi4","w1_pi5","w1_pi6","w1_pi7_new_1","w1_pi7_new_2","w1_pi7_new_3","w1_pi7_new_4","w1_pi7_new_5","w1_pi8grid_new","w1_pi8_new","w1_pi9_new","w1_pi10_new","w1_pi11_new","w1_vi1","w1_vi2","w1_vi3o","w1_vi3_1","w1_vi3_2","w1_vi3_3","w1_vi3_4","w1_vi3_5","w1_vi3_6","w1_vi3_7","w1_vi4o","w1_vi4_1","w1_vi4_2","w1_vi4_3","w1_vi4_4","w1_vi4_5","w1_vi4_6","w1_vi4_7","w1_vi5","w1_vi6","w1_vi7o","w1_vi7","w1_vi8","w1_vi9grid","w1_vi9a","w1_vi9b","w1_vi9c","w1_vi9d","w1_vi10","w1_vi11o","w1_vi11","w1_vi12","w1_vi13o","w1_vi13","w1_vi14","w1_vi15","w1_vi16","w1_vi17","w1_vi18","w1_vi19","w1_vi20","w1_vi20o","w1_vi21","w1_cp1","w1_cp2a_1","w1_cp2a_2","w1_cp2a_3","w1_cp2a_4","w1_cp2a_5","w1_cp2a_6","w1_cp2b","w1_cp3e_1","w1_cp3e_2","w1_cp3e_3","w1_cp3e_4","w1_cp3e_5","w1_cp3e_6","w1_cp3e_7","w1_cp3e_8","w1_cp3f","w1_cp3g_1","w1_cp3g_2","w1_cp3g_3","w1_cp3g_4","w1_cp3g_5","w1_cp3g_6","w1_cp3g_7","w1_cp3g_8","w1_cp3h","w1_cp3i_1","w1_cp3i_2","w1_cp3i_3","w1_cp3i_4","w1_cp3i_5","w1_cp3i_6","w1_cp3i_7","w1_cp3i_8","w1_cp3j","w1_cp3k_1","w1_cp3k_2","w1_cp3k_3","w1_cp3k_4","w1_cp3k_5","w1_cp3k_6","w1_cp3k_7","w1_cp3k_8","w1_cp3l","w1_cb4grid","w1_cp4a","w1_cp4b","w1_cp4c","w1_cp4d","w1_cp4e","w1_cp5","w1_d16a","w1_d16b","w1_d17a","w1_d17b","w1_d17c","w1_d18","w1_d19","w1_d20","w1_d21","w1_d22","w1_pi1a","w1_pi1b","w1_pi2a","w1_pi2b","w1_pi12grid","w1_pi12a","w1_pi12b","w1_pi12c","w1_pi12d","w1_pi12e","w1_pi12f","w1_pi12g","w1_pi12h","w1_pi12i","w1_pi13grid","w1_pi13a","w1_pi13b","w1_pi13c","w1_pi13d","w1_pi13e","w1_pi13f","w1_pi13g","w1_pi13h","w1_pi13i","w1_pi14grid","w1_pi14a","w1_pi14b","w1_pi14c","w1_pi14d","w1_pi14e","w1_p15","w1_p16","w1_pi3a","w1_pi3b","w1_pi4a","w1_pi4b","w1_pi5a","w1_pi5b","w1_pi6a","w1_pi6b","w1_pi7","w1_pi8","w1_pi9","w1_pi10","w1_pi11","w1_ap1a","w1_ap1b","w1_ap2grid","w1_ap2a","w1_ap2b","w1_ap2c","w1_ap2d","w1_ap2e","w1_ap2f","w1_ap2g","w1_ap3grid","w1_ap3a","w1_ap3b","w1_ap3c","w1_ap3d","w1_ap3e","w1_ap3f","w1_ap3g","w1_ap7grid","w1_ap7a","w1_ap7b","w1_ap7c","w1_ap7d","w1_ap7e","w1_ap7f","w1_ap7g","w1_ap8grid","w1_ap8a","w1_ap8b","w1_ap8c","w1_ap8d","w1_ap8e","w1_ap8f","w1_ap8g","w1_ap9","w1_ap10grid","w1_ap10a","w1_ap10b","w1_ap10c","w1_ap10d","w1_ap10e","w1_ap10f","w1_ap10g","w1_ap11_1","w1_ap11grid","w1_ap11a","w1_ap11b","w1_ap11c","w1_ap11d","w1_ap11e","w1_ap11f","w1_ap11g","w1_ap5grid1","w1_ap5a","w1_ap5b","w1_ap5c","w1_ap5d","w1_ap5e","w1_ap5grid2","w1_ap5f","w1_ap5g","w1_ap5h","w1_ap5i","w1_ap5j","w1_ap5grid3","w1_ap5k","w1_ap5l","w1_ap5m","w1_ap5n","w1_ap5o","w1_ap5grid4","w1_ap5p","w1_ap5q","w1_ap5r","w1_ap5s","w1_ap5t","w1_ap6grid","w1_ap6a","w1_ap6b","w1_ap6c","w1_ap6d","w1_ap6e","w1_ap6f","w1_ap6g","w1_ap12grid","w1_ap12a","w1_ap12b","w1_ap13grid","w1_ap13a","w1_ap13b","w1_ad1","w1_ad2","w1_ad2a","w1_ad2b","w1_ad2c","w1_ad2d","w1_ad2e","w1_ad2f","w1_ad2g","w1_ad3","w1_ad4","w1_ad5_1","w1_ad5_2","w1_ad5_3","w1_ad5_4","w1_ad5_5","w1_ad5_6","w1_ad5_7","w1_ad6","w1_ad7","w1_ad8","w1_ad9","w1_ad10","w1_ad11grid","w1_ad11a","w1_ad11b","w1_ad11c","w1_ad11d","w1_ad11e","w1_ad12grid","w1_ad12a","w1_ad12b","w1_ad12c","w1_ad12d","w1_ad12e","w1_ad13","w1_ad14","w1_r1grid","w1_r1a","w1_r1b","w1_r1c","w1_r1d","w1_r1e","w1_r1f","w1_r1g","w1_r1h","w1_r1j","w1_r2grid","w1_r2a","w1_r2b","w1_r2c","w1_r2d","w1_r2e","w1_r2f","w1_r2g","w1_r2h","w1_party","w1_split"
"1112",1377,21,1,1,1,5,1,3,1,6,11,4,2011-04-25 11:01:54,2011-04-25 11:29:56,1.1801793172517,1,NA,2,8,3,3,1,2,1,2,2,2,2,1,2,2,2,2,1,12,"__NA__",NA,NA,NA,NA,NA,NA,NA,"__NA__",1,2,2,2,2,2,2,4,6,"__NA__",NA,NA,1,1,1,1,1,12,"__NA__",NA,NA,"__NA__",1,2,3,3,4,1,1,1,"__NA__",3,1,NA,NA,NA,NA,NA,NA,"__NA__",NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",1,2,2,5,4,5,4,1,2,3,NA,NA,2,NA,7,1,1,"No",2,"Financial situation",4,1,3,3,3,3,3,3,3,3,3,1,3,3,3,3,3,3,3,3,3,1,2,2,2,2,2,NA,1,2,1,2,1,2,1,2,2,2,2,2,1,2,1,2,1,6,5,2,5,4,2,1,1,6,4,6,6,5,2,4,1,6,6,5,5,5,6,5,1,6,6,6,6,6,6,6,6,1,9,10,9,8,5,3,2,6,1,6,6,6,6,6,6,6,1,3,2,1,2,2,1,2,3,3,3,3,1,3,2,2,3,3,1,2,3,2,2,2,1,6,6,6,6,1,1,1,1,1,3,1,2,3,2,1,3,3,3,3,3,3,3,2,2,2,2,2,2,2,1,2,NA,NA,NA,NA,NA,1,1,2,2,1,1,1,2,2,2,2,2,2,2,1,6,6,6,6,6,6,6,6,6,1,6,6,6,6,6,6,6,6,"Plaid Cymru",2
"1113",1378,43,2,7,7,5,3,1,1,3,9,2,2011-04-23 23:12:50,2011-04-23 23:36:15,1.63417504597599,2,NA,3,6,2,2,1,2,2,2,2,2,1,1,2,2,2,2,11,11,"__NA__",NA,NA,NA,NA,NA,NA,NA,"__NA__",NA,NA,NA,NA,NA,NA,NA,1,2,"__NA__",2,NA,1,1,11,1,4,2,"__NA__",2,NA,"__NA__",3,1,2,2,2,1,4,4,"__NA__",1,2,2,1,2,2,2,2,"__NA__",NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",2,1,1,1,2,2,2,2,"__NA__",NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",1,2,3,3,3,2,2,1,1,1,2,2,1,1,11,1,3,"Financial",3,"Financial",3,1,5,5,5,5,5,5,5,5,5,1,3,4,2,2,3,3,3,3,4,1,2,2,2,2,2,NA,1,3,2,3,2,4,1,3,1,5,5,3,2,2,1,1,1,1,7,1,6,4,4,4,1,1,8,1,3,3,3,3,1,1,8,1,3,3,3,3,1,1,8,1,5,5,5,5,12,1,12,12,12,12,12,12,12,6,1,12,12,12,12,12,12,12,1,4,4,4,4,4,1,2,2,2,2,2,1,4,4,4,4,4,1,2,2,2,2,2,1,11,1,1,5,1,1,1,1,4,4,1,5,5,3,1,2,3,3,1,2,2,2,2,2,2,2,2,2,1,2,2,NA,NA,NA,NA,9,1,2,1,2,1,1,1,2,2,2,1,2,2,5,1,11,11,6,5,1,1,8,6,8,1,6,4,9,4,9,6,9,4,"Labour",2
"1114",1379,41,2,7,7,5,6,1,2,3,9,2,2011-04-23 15:33:33,2011-04-23 15:46:24,1.66406528499257,2,NA,3,5,3,3,1,3,1,1,1,1,2,1,3,1,2,2,9,9,"__NA__",NA,NA,NA,NA,NA,NA,NA,"__NA__",NA,NA,NA,NA,NA,NA,NA,2,2,"__NA__",1,NA,1,3,6,3,4,2,"__NA__",1,NA,"__NA__",1,2,3,2,2,1,3,3,"__NA__",5,1,NA,NA,NA,NA,NA,NA,"__NA__",NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",1,3,3,3,3,3,6,1,1,2,NA,NA,1,1,9,3,3,"unemployment",11,"unemployment",11,1,3,3,3,3,4,3,3,3,3,1,3,3,3,3,3,3,3,3,3,1,2,2,2,2,2,NA,1,3,3,3,3,3,3,3,3,3,3,3,2,2,1,1,1,2,7,3,4,4,3,1,1,3,7,4,4,4,1,12,1,5,8,6,7,7,12,12,1,4,6,4,5,5,12,12,5,1,4,9,6,6,12,12,12,6,1,6,4,4,12,12,12,12,1,3,3,3,3,3,1,2,2,2,2,2,1,5,5,5,5,5,1,2,3,2,1,2,1,9,2,4,5,4,4,1,1,3,3,1,5,5,4,1,2,3,2,1,2,2,2,2,2,2,2,2,2,2,1,2,NA,NA,NA,NA,NA,1,2,2,2,1,1,1,2,2,2,1,1,2,3,1,4,9,2,2,3,2,6,2,3,1,7,7,7,7,7,7,7,5,"Labour",2
"1115",1380,62,1,4,4,1,7,4,2,2,3,3,2011-05-03 11:30:37,2011-05-03 11:56:34,0.537296214148602,4,NA,2,6,2,2,1,2,2,2,2,1,2,1,2,2,1,2,9,9,"__NA__",NA,NA,NA,NA,NA,NA,NA,"__NA__",NA,NA,NA,NA,NA,NA,NA,1,4,"__NA__",2,NA,1,4,6,4,8,4,"__NA__",2,NA,"__NA__",1,1,2,2,4,1,2,2,"__NA__",1,1,NA,NA,NA,NA,NA,NA,"__NA__",NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",1,4,2,2,4,2,2,1,4,1,4,4,1,2,9,1,2,"spending cuts disabled",6,"cuts from westminster",4,1,4,5,4,4,4,4,4,5,3,1,4,4,4,4,4,4,5,5,4,1,2,2,3,2,2,NA,2,4,1,3,2,4,1,4,2,4,3,3,2,2,1,5,1,4,7,4,9,2,2,1,1,4,5,5,8,7,3,7,1,3,7,4,8,6,5,6,1,6,3,5,6,5,4,6,12,1,12,12,12,12,12,12,12,8,1,4,5,3,5,4,3,4,1,3,3,3,3,3,1,2,3,3,3,3,1,3,3,3,3,3,1,1,2,2,1,2,1,7,5,4,11,3,3,1,1,3,5,1,3,3,4,1,2,2,2,2,3,3,3,2,1,1,2,2,2,2,2,2,1,NA,NA,NA,NA,1,1,1,1,1,1,1,2,2,1,1,2,2,4,1,4,7,1,1,1,1,5,1,5,1,5,4,10,10,11,10,8,5,"Plaid Cymru",2
"1116",1381,37,1,2,2,3,7,3,1,5,16,2,2011-04-14 12:33:11,2011-04-14 12:46:19,0.778698791487589,3,NA,3,4,2,2,1,1,2,2,2,2,1,1,2,1,2,1,10,11,"I beleve it is the duty of citizens to use their vote",2,2,1,2,1,2,2,"__NA__",NA,NA,NA,NA,NA,NA,NA,2,3,"__NA__",2,NA,1,1,5,4,4,5,"__NA__",5,3,"__NA__",1,3,3,2,3,2,4,1,"__NA__",4,1,NA,NA,NA,NA,NA,NA,"__NA__",NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",1,5,6,1,6,2,6,1,3,1,6,12,1,1,11,2,1,"economy",11,"economy",11,1,3,3,4,3,5,2,4,4,5,1,5,4,5,6,5,5,5,5,5,1,2,3,2,2,2,2,NA,3,2,6,5,3,3,4,3,3,4,5,4,2,1,3,1,1,1,7,7,6,1,1,1,1,3,7,1,5,1,1,1,12,12,12,12,12,12,12,1,1,1,12,12,12,12,12,12,1,12,12,12,12,12,12,12,4,1,11,6,5,12,12,12,12,1,4,4,4,4,4,1,4,4,4,4,4,1,2,2,2,2,2,1,3,2,2,1,2,1,1,1,9,7,7,1,1,1,5,2,1,5,5,4,1,1,3,1,1,5,4,4,4,2,2,2,2,2,2,1,2,NA,NA,NA,NA,NA,1,1,2,2,1,1,1,2,2,2,1,1,3,4,1,11,11,1,5,1,1,5,5,6,1,7,6,6,6,6,6,7,6,"Liberal Democrat",1
"1117",1382,29,1,2,2,4,6,5,2,5,17,4,2011-04-09 16:24:32,2011-04-09 16:32:28,2.36496814999685,6,NA,3,7,2,2,1,5,2,2,2,2,1,1,3,5,5,2,4,4,"__NA__",NA,NA,NA,NA,NA,NA,NA,"__NA__",NA,NA,NA,NA,NA,NA,NA,4,6,"__NA__",NA,NA,1,12,12,12,12,12,"__NA__",NA,NA,"__NA__",5,2,2,5,5,NA,NA,NA,"__NA__",8,1,NA,NA,NA,NA,NA,NA,"__NA__",NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",1,2,2,2,2,2,6,3,NA,3,NA,NA,2,NA,4,4,4,"DK",11,"DK",11,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,NA,2,3,5,3,5,3,5,3,5,2,2,2,2,2,2,NA,1,12,12,12,12,12,12,12,1,12,12,12,12,12,12,12,1,12,12,12,12,12,12,12,1,12,12,12,12,12,12,12,12,1,12,12,12,12,12,12,12,12,1,12,12,12,12,12,12,12,1,2,2,2,2,2,1,2,2,2,2,2,1,2,2,2,2,2,1,2,2,2,2,2,1,12,12,12,12,12,12,12,1,6,6,1,6,6,6,1,2,2,2,2,2,2,2,3,3,2,2,2,2,2,2,1,NA,NA,NA,NA,NA,1,5,5,5,5,5,1,5,5,5,5,5,2,2,1,12,12,12,12,12,12,12,12,12,1,12,12,12,12,12,12,12,12,"",2
"1118",1383,60,1,4,4,5,3,1,2,1,1,1,2011-04-09 15:47:12,2011-04-09 16:03:58,1.96731889419694,2,NA,2,8,2,2,2,2,1,1,1,1,2,1,3,3,2,2,11,11,"__NA__",NA,NA,NA,NA,NA,NA,NA,"__NA__",NA,NA,NA,NA,NA,NA,NA,1,2,"__NA__",2,NA,1,2,9,2,2,2,"__NA__",2,NA,"__NA__",1,1,1,2,2,1,4,4,"__NA__",1,1,NA,NA,NA,NA,NA,NA,"__NA__",NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",1,2,2,3,2,2,6,1,1,1,2,2,1,1,11,1,2,"taxes",3,"dk",3,1,5,5,5,5,5,5,5,5,5,1,4,4,4,4,4,4,4,4,4,1,2,2,2,2,2,1,NA,2,2,2,2,4,1,3,2,5,5,3,2,2,1,1,1,2,11,5,6,5,7,2,1,1,8,1,9,7,2,6,1,1,7,1,9,7,1,4,1,2,9,2,9,8,2,2,6,1,3,9,9,6,6,6,6,3,1,4,9,8,4,7,5,7,1,3,3,3,3,3,1,2,2,2,2,2,1,3,3,3,3,3,1,3,3,3,2,3,1,11,1,1,1,1,1,1,1,4,4,1,2,2,3,1,2,4,2,1,1,3,3,2,2,2,2,2,2,2,1,2,NA,NA,NA,NA,NA,1,1,2,2,1,1,1,2,2,2,2,2,2,5,1,11,11,4,2,2,2,2,2,2,1,9,9,9,8,9,9,9,9,"Labour",1
"1119",1384,21,1,1,1,5,4,3,2,5,16,1,2011-04-07 20:17:58,2011-04-07 21:17:37,0.412871664319438,3,NA,1,9,2,1,1,1,2,1,2,1,2,1,3,2,3,1,11,11,"__NA__",NA,NA,NA,NA,NA,NA,NA,"__NA__",NA,NA,NA,NA,NA,NA,NA,1,3,"__NA__",2,NA,1,11,5,3,1,5,"__NA__",6,3,"__NA__",1,2,1,2,3,1,2,2,"__NA__",1,1,NA,NA,NA,NA,NA,NA,"__NA__",NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",1,4,3,4,3,3,6,1,3,3,NA,NA,1,1,10,1,1,"It's the economy, stupid!",5,"economy",5,1,3,3,2,3,4,3,2,3,2,1,3,4,4,3,2,4,4,2,4,1,4,3,2,3,2,NA,1,4,2,4,1,2,1,4,1,2,2,4,4,4,1,3,1,4,3,8,3,7,3,1,1,6,7,8,7,5,5,9,1,8,7,9,9,7,6,10,1,8,7,11,9,7,7,10,5,1,7,8,6,3,5,9,11,6,1,11,7,7,5,9,4,6,1,4,3,3,4,2,1,2,4,2,3,3,1,2,2,2,2,2,1,2,4,2,1,3,1,2,1,10,1,7,3,1,1,2,1,1,3,1,3,1,4,5,4,1,2,3,4,2,1,2,2,2,2,2,2,1,NA,NA,NA,NA,NA,1,1,2,3,1,1,1,2,2,3,1,1,2,3,1,11,11,6,6,6,7,7,10,9,1,7,7,7,6,9,10,8,6,"Liberal Democrat",2
"1120",1386,46,2,7,7,2,2,6,2,2,6,2,2011-04-19 12:13:42,2011-04-19 12:27:39,1.82339045717798,1,NA,4,4,2,2,2,2,2,2,2,2,1,1,1,1,1,1,11,11,"__NA__",NA,NA,NA,NA,NA,NA,NA,"__NA__",NA,NA,NA,NA,NA,NA,NA,3,7,"__NA__",NA,NA,1,12,12,12,12,1,"__NA__",2,NA,"__NA__",1,1,1,2,5,NA,NA,NA,"__NA__",2,1,NA,NA,NA,NA,NA,NA,"__NA__",NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",1,4,2,6,4,4,6,1,2,1,4,4,1,1,11,3,3,"Unemployment",11,"Education",11,1,2,6,2,2,4,2,1,6,2,1,4,5,4,2,2,4,4,4,2,1,1,4,2,1,1,NA,2,1,2,5,2,3,2,3,2,2,2,4,6,4,2,NA,1,11,10,11,6,6,12,1,1,10,6,10,6,6,12,6,1,11,8,11,8,8,8,8,1,6,6,6,6,6,6,6,12,1,12,12,12,12,12,12,12,6,1,12,12,12,12,12,12,12,1,2,2,2,2,2,1,2,2,2,2,2,1,2,2,2,2,2,1,2,1,1,1,2,1,1,11,11,1,1,1,1,1,1,1,1,4,4,3,1,1,5,3,1,1,1,1,1,1,2,2,2,2,2,1,2,NA,NA,NA,NA,NA,1,2,2,2,1,1,1,2,2,2,1,1,4,2,1,11,11,1,1,1,1,1,1,1,1,9,9,9,9,9,9,9,9,"",2
"1121",1388,55,2,7,8,5,5,2,1,5,17,2,2011-04-26 15:21:42,2011-04-26 16:17:58,0.371010266411508,1,NA,3,8,3,3,1,4,2,2,2,2,1,1,1,1,1,4,1,1,"__NA__",NA,NA,NA,NA,NA,NA,NA,"__NA__",NA,NA,NA,NA,NA,NA,NA,4,1,"__NA__",2,NA,1,12,12,12,12,1,"__NA__",2,NA,"__NA__",5,4,3,6,1,1,3,3,"__NA__",1,1,NA,NA,NA,NA,NA,NA,"__NA__",NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",1,4,3,2,2,2,6,3,NA,3,NA,NA,2,NA,1,4,4,"The economy",4,"Employment",4,1,2,2,2,2,2,2,2,3,2,1,4,4,4,4,4,5,4,4,4,1,2,6,6,4,6,NA,4,3,2,6,5,5,3,6,NA,2,3,5,6,6,1,2,1,11,1,2,1,1,1,1,1,10,1,1,1,1,2,12,1,10,12,12,12,12,12,12,1,10,12,12,12,12,12,12,9,1,2,9,4,1,6,2,1,4,1,10,3,12,10,12,12,12,1,3,4,5,5,1,1,2,5,5,5,4,1,5,5,5,5,4,1,5,4,1,1,4,1,1,11,1,1,1,1,1,1,3,4,1,5,5,4,1,3,5,1,1,4,6,6,2,3,2,2,2,2,1,2,2,NA,NA,NA,NA,11,1,2,2,2,1,1,1,2,2,2,1,1,3,2,1,1,11,1,1,1,1,1,1,1,1,6,6,6,6,6,6,6,6,"Conservative",2
"1122",1389,60,1,4,4,5,7,2,1,5,18,1,2011-04-14 12:22:36,2011-04-14 12:56:09,0.492279677538582,1,NA,3,6,2,2,1,2,2,1,2,1,2,1,3,3,2,1,10,10,"__NA__",NA,NA,NA,NA,NA,NA,NA,"__NA__",NA,NA,NA,NA,NA,NA,NA,1,1,"__NA__",2,NA,1,10,2,3,1,1,"__NA__",2,NA,"__NA__",1,2,2,2,1,1,3,3,"__NA__",4,2,1,1,1,1,1,2,"UKIP",2,1,2,2,2,2,2,2,"__NA__",2,1,2,2,2,2,2,2,"__NA__",2,1,2,2,2,2,2,2,"__NA__",2,1,2,2,2,2,2,2,"__NA__",1,4,2,2,3,4,1,1,2,1,1,1,1,2,10,1,2,"Economic deficit",4,"Economic deficit",4,1,3,4,4,6,4,2,2,3,6,1,4,5,5,4,3,5,5,5,4,1,5,6,2,4,3,2,NA,5,2,6,5,4,1,2,2,2,2,5,4,4,1,2,1,10,2,8,3,6,2,1,1,9,3,8,5,5,8,6,1,9,3,7,3,3,8,3,1,8,4,6,5,5,7,5,8,1,4,8,6,3,4,10,11,4,1,10,5,7,10,9,12,12,1,2,3,2,3,2,1,2,4,3,2,4,1,3,4,2,3,3,1,2,4,2,1,4,1,1,11,8,2,4,1,1,1,2,2,1,5,5,5,1,2,4,2,1,4,2,2,3,4,2,1,2,2,2,2,2,NA,2,NA,NA,NA,1,1,2,2,1,1,1,1,1,1,1,1,4,2,1,10,10,3,3,3,3,4,4,5,1,6,6,8,8,9,7,9,8,"Conservative",1
"1123",1390,59,1,3,4,5,7,1,2,1,5,2,2011-04-25 11:11:32,2011-04-25 11:29:41,0.592274491214836,2,NA,2,8,2,2,1,3,2,1,2,2,2,1,3,3,1,1,3,3,"__NA__",NA,NA,NA,NA,NA,NA,NA,"__NA__",NA,NA,NA,NA,NA,NA,NA,1,2,"__NA__",2,NA,1,1,11,1,8,2,"__NA__",2,NA,"__NA__",1,3,3,5,2,1,3,3,"__NA__",1,1,NA,NA,NA,NA,NA,NA,"__NA__",NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",1,2,1,2,3,3,6,1,1,3,NA,NA,2,NA,3,1,1,"immigration",3,"unemployment",3,1,5,5,5,4,5,5,5,5,5,1,5,5,2,3,5,5,4,4,5,1,5,5,5,5,5,NA,2,3,1,3,1,3,1,4,1,5,5,2,4,4,1,1,1,1,9,1,1,6,1,1,1,1,6,3,2,3,3,4,1,2,5,4,3,6,5,5,1,6,6,6,6,6,6,6,3,1,2,11,6,9,6,9,11,5,1,5,11,7,7,12,12,12,1,4,4,4,4,4,1,1,5,2,5,2,1,4,5,4,5,4,1,3,3,3,1,4,1,9,1,1,1,1,1,1,1,4,4,1,4,4,4,1,2,6,1,1,2,6,6,2,3,2,2,2,2,2,1,2,NA,NA,NA,NA,NA,1,2,2,2,1,1,1,2,2,2,1,1,3,5,1,1,3,3,1,1,1,1,1,3,1,6,6,6,6,6,7,7,2,"Labour",2
"1124",1391,67,2,8,8,6,1,3,2,3,11,1,2011-04-07 22:24:36,2011-04-08 21:20:54,1.7017453487277,3,NA,2,5,2,2,1,2,1,1,1,1,2,1,2,2,1,2,6,11,"__NA__",1,2,2,2,2,2,2,"__NA__",NA,NA,NA,NA,NA,NA,NA,2,3,"__NA__",2,NA,1,5,11,8,2,3,"__NA__",2,NA,"__NA__",3,2,1,5,3,1,1,1,"__NA__",1,2,2,2,1,2,2,2,"__NA__",NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",2,2,2,2,1,2,2,2,"__NA__",NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",1,4,2,2,4,4,6,1,3,2,NA,NA,1,2,7,1,1,"the economy",5,"d/k",11,1,2,2,2,6,6,2,2,2,3,1,2,4,4,3,4,5,5,6,4,1,3,3,4,3,3,1,NA,3,4,5,2,2,3,3,1,2,2,4,4,4,1,3,1,7,3,9,5,7,7,1,1,7,5,9,6,4,6,6,1,7,5,7,6,6,6,6,1,7,6,8,6,6,6,6,6,1,4,8,6,4,5,6,11,8,1,4,8,6,5,12,12,12,1,2,2,2,2,2,1,2,2,3,3,3,1,2,2,2,2,2,1,2,2,2,1,3,1,1,7,8,1,6,6,1,1,2,2,1,3,4,5,1,2,5,2,2,3,5,5,2,3,2,2,2,2,2,1,2,NA,NA,NA,NA,NA,1,1,1,2,1,1,1,1,1,1,1,1,3,2,1,5,7,6,6,1,1,8,6,8,1,6,6,7,7,7,7,7,7,"Liberal Democrat",1
"1125",1392,69,1,4,4,2,7,1,2,1,18,2,2011-04-07 18:13:37,2011-04-07 18:44:42,0.648224195477594,2,NA,2,9,1,1,1,1,2,1,2,1,2,1,2,2,3,1,11,11,"__NA__",NA,NA,NA,NA,NA,NA,NA,"__NA__",NA,NA,NA,NA,NA,NA,NA,2,2,"__NA__",2,NA,1,3,11,1,2,6,"__NA__",5,2,"__NA__",1,3,4,1,2,1,5,5,"__NA__",4,1,NA,NA,NA,NA,NA,NA,"__NA__",NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",1,5,1,1,3,1,5,1,1,1,2,2,1,2,11,2,1,"economy",3,"economy",8,1,5,5,5,4,5,5,5,5,5,1,4,4,3,3,3,3,3,3,4,1,4,4,4,4,4,2,NA,4,3,5,2,5,2,3,3,5,5,3,4,5,2,NA,1,4,3,1,2,5,9,3,1,2,8,1,4,1,7,6,1,3,8,1,2,1,5,3,1,2,8,1,2,1,4,4,5,1,5,4,1,5,6,6,11,8,1,8,7,7,7,8,6,6,1,4,2,3,3,4,1,2,2,2,2,2,1,4,4,4,4,4,1,2,3,2,2,3,1,10,2,1,2,2,10,3,1,4,4,1,3,4,5,1,2,4,1,1,1,5,5,4,5,2,2,2,2,2,1,2,NA,NA,NA,NA,NA,1,1,1,2,1,1,1,1,1,2,1,1,5,4,1,11,11,1,6,2,1,5,2,3,1,11,6,6,6,6,6,5,6,"Labour",1
